"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TKM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",0.03,
"TKM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",0.03,
"TKM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",,"L"
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",0.5,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",0.53,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",0.44,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",0.63,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",0.79,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",0.68,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",0.67,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",0.77,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",1.19,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",1.11,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",0.92,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",0.97,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",0.8,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",0.73,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",0.89,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",0.93,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",1.41,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",1.71,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",1.99,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",2.25,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",2.06,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",2.08,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",2.16,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",2.73,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",2.65,
"UKR","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",,"L"
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",,"L"
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",,"L"
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",,"L"
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",,"L"
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",,"L"
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",,"L"
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",,"L"
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",,"L"
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",,"L"
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",,"L"
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",,"L"
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",0,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",0.14,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",0.11,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",0.09,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",0.09,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",0.06,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",0.06,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",0.05,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",0.05,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",0.05,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",0.04,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",0.04,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",0.04,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",0.06,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",0.06,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",0.07,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",0.07,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",0.07,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",0.08,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",0.08,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",0.08,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",0.08,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",0.11,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",0.18,
"ARE","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",,"L"
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",,"L"
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",,"L"
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",,"L"
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",,"L"
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",,"L"
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",,"L"
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",,"L"
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",,"L"
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",,"L"
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",,"L"
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",,"L"
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",21.5,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",20,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",22.53,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",22.32,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",21.3,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",21.64,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",23.38,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",23.39,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",20.83,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",28.99,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",32.91,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",40.2,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",53.29,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",56.23,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",55.78,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",59.9,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",56.56,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",43.59,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",37.32,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",51.03,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",44.6,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",46.73,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",47.38,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",49.02,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",39.43,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",34.6,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",36.28,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",41.63,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",28.45,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",33.27,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",44.66,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",48.78,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",46.14,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",29.74,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",34.51,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",24.69,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",38.71,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",33.36,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",36.83,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",50.65,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",43.07,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",40.39,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",47.49,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",55.47,
"URY","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",,"L"
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",1.24,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",1.09,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",1.2,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",1.35,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",1.33,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",1.25,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",1.28,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",1.11,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",1,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",0.96,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",1,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",1.02,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",1.01,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",1.28,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",1.53,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",1.58,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",1.65,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",1.16,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",1.97,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",1.82,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",2.17,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",1.87,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",2,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",2.32,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",2.34,
"UZB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",,"L"
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",,"L"
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",,"L"
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",,"L"
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",,"L"
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",,"L"
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",,"L"
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",,"L"
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",,"L"
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",,"L"
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",,"L"
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",,"L"
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",5.2,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",5.81,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",5.18,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",5.16,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",5.42,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",5.91,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",5.86,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",5.38,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",5.7,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",5.12,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",4.82,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",5.17,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",5.31,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",5.99,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",6.81,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",7.24,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",8.61,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",9.53,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",9.48,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",9.52,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",10.73,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",10.12,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",10.84,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",10.04,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",10.77,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",10.55,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",11.21,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",10.78,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",11.8,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",11.89,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",11.11,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",10.13,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",11.2,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",11.99,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",13.13,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",12.42,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",13.65,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",12.73,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",12.57,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",10.18,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",11.84,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",10.68,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",11.53,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",12.2,
"VEN","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",,"L"
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",,"L"
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",,"L"
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",,"L"
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",,"L"
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",,"L"
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",,"L"
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",,"L"
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",,"L"
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",,"L"
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",,"L"
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",,"L"
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",62.86,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",63.62,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",62.27,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",67.99,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",65.54,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",74.76,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",73.64,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",73.53,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",72.76,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",71.36,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",71.8,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",70.54,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",69.32,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",69.95,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",70.43,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",68.75,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",66.56,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",67.74,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",71.94,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",72.37,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",73.17,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",71.89,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",69.63,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",66.39,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",62.96,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",60.41,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",57.55,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",55.33,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",55.53,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",53.73,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",52.09,
"VNM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",47.73,
